curve_id,group,split,t_day,increment_ue_per_MPa,anchor_day,context_at_day10,rho,fc,E28
NU00017,NU_L103,train,1.0,0.0,1.0,True,2333.86,25.4,
NU00017,NU_L103,train,2.0,8.0,1.0,True,2333.86,25.4,
NU00017,NU_L103,train,4.0,13.0,1.0,True,2333.86,25.4,
NU00017,NU_L103,train,8.0,18.0,1.0,True,2333.86,25.4,
NU00017,NU_L103,train,15.0,24.0,1.0,False,2333.86,25.4,
NU00017,NU_L103,train,29.0,33.0,1.0,False,2333.86,25.4,
NU00017,NU_L103,train,56.0,44.0,1.0,False,2333.86,25.4,
NU00017,NU_L103,train,90.0,52.0,1.0,False,2333.86,25.4,
NU00017,NU_L103,train,141.0,58.0,1.0,False,2333.86,25.4,
NU00019,NU_L103,train,1.0,0.0,1.0,True,2333.86,25.4,
NU00019,NU_L103,train,2.0,6.0,1.0,True,2333.86,25.4,
NU00019,NU_L103,train,4.0,10.0,1.0,True,2333.86,25.4,
NU00019,NU_L103,train,8.0,14.0,1.0,True,2333.86,25.4,
NU00019,NU_L103,train,15.0,18.0,1.0,False,2333.86,25.4,
NU00019,NU_L103,train,29.0,26.0,1.0,False,2333.86,25.4,
NU00019,NU_L103,train,56.0,34.0,1.0,False,2333.86,25.4,
NU00019,NU_L103,train,90.0,37.0,1.0,False,2333.86,25.4,
NU00019,NU_L103,train,141.0,42.0,1.0,False,2333.86,25.4,
NU00020,NU_L103,train,1.0,0.0,1.0,True,2333.86,25.4,
NU00020,NU_L103,train,2.0,6.0,1.0,True,2333.86,25.4,
NU00020,NU_L103,train,4.0,10.0,1.0,True,2333.86,25.4,
NU00020,NU_L103,train,8.0,13.0,1.0,True,2333.86,25.4,
NU00020,NU_L103,train,15.0,18.0,1.0,False,2333.86,25.4,
NU00020,NU_L103,train,29.0,25.0,1.0,False,2333.86,25.4,
NU00020,NU_L103,train,56.0,31.0,1.0,False,2333.86,25.4,
NU00020,NU_L103,train,90.0,35.0,1.0,False,2333.86,25.4,
NU00020,NU_L103,train,141.0,40.0,1.0,False,2333.86,25.4,
NU00022,NU_L103,train,1.0,0.0,1.0,True,2338.78,28.0,
NU00022,NU_L103,train,3.0,11.0,1.0,True,2338.78,28.0,
NU00022,NU_L103,train,7.0,21.0,1.0,True,2338.78,28.0,
NU00022,NU_L103,train,13.0,28.0,1.0,False,2338.78,28.0,
NU00022,NU_L103,train,28.0,39.0,1.0,False,2338.78,28.0,
NU00022,NU_L103,train,56.0,50.0,1.0,False,2338.78,28.0,
NU00022,NU_L103,train,82.0,56.0,1.0,False,2338.78,28.0,
NU00024,NU_L103,train,1.0,0.0,1.0,True,2345.26,46.9,
NU00024,NU_L103,train,3.0,6.0,1.0,True,2345.26,46.9,
NU00024,NU_L103,train,7.0,11.0,1.0,True,2345.26,46.9,
NU00024,NU_L103,train,14.0,15.0,1.0,False,2345.26,46.9,
NU00024,NU_L103,train,28.0,22.0,1.0,False,2345.26,46.9,
NU00024,NU_L103,train,55.0,29.0,1.0,False,2345.26,46.9,
NU00024,NU_L103,train,85.0,33.0,1.0,False,2345.26,46.9,
NU00025,NU_L103,train,1.0,0.0,1.0,True,2338.78,28.0,
NU00025,NU_L103,train,3.0,16.299999999999997,1.0,True,2338.78,28.0,
NU00025,NU_L103,train,7.0,29.0,1.0,True,2338.78,28.0,
NU00025,NU_L103,train,13.0,39.89999999999999,1.0,False,2338.78,28.0,
NU00025,NU_L103,train,28.0,54.2,1.0,False,2338.78,28.0,
NU00025,NU_L103,train,56.0,69.99999999999999,1.0,False,2338.78,28.0,
NU00025,NU_L103,train,82.0,78.60000000000001,1.0,False,2338.78,28.0,
NU00026,NU_L103,train,1.0,0.0,1.0,True,2338.78,28.0,
NU00026,NU_L103,train,3.0,11.599999999999994,1.0,True,2338.78,28.0,
NU00026,NU_L103,train,7.0,30.89999999999999,1.0,True,2338.78,28.0,
NU00026,NU_L103,train,13.0,47.999999999999986,1.0,False,2338.78,28.0,
NU00026,NU_L103,train,28.0,66.99999999999999,1.0,False,2338.78,28.0,
NU00026,NU_L103,train,56.0,81.89999999999999,1.0,False,2338.78,28.0,
NU00026,NU_L103,train,82.0,93.10000000000001,1.0,False,2338.78,28.0,
NU00027,NU_L103,train,1.0,0.0,1.0,True,2345.26,46.9,
NU00027,NU_L103,train,3.0,7.0,1.0,True,2345.26,46.9,
NU00027,NU_L103,train,7.0,13.700000000000003,1.0,True,2345.26,46.9,
NU00027,NU_L103,train,14.0,19.0,1.0,False,2345.26,46.9,
NU00027,NU_L103,train,28.0,25.599999999999994,1.0,False,2345.26,46.9,
NU00027,NU_L103,train,55.0,32.7,1.0,False,2345.26,46.9,
NU00027,NU_L103,train,85.0,37.8,1.0,False,2345.26,46.9,
NU00029,NU_L109,train,1.0,0.0,1.0,True,2320.0,26.9,
NU00029,NU_L109,train,3.0,14.300000000000011,1.0,True,2320.0,26.9,
NU00029,NU_L109,train,7.0,16.30000000000001,1.0,True,2320.0,26.9,
NU00029,NU_L109,train,14.0,30.60000000000001,1.0,False,2320.0,26.9,
NU00029,NU_L109,train,28.0,42.80000000000001,1.0,False,2320.0,26.9,
NU00029,NU_L109,train,56.0,61.20000000000002,1.0,False,2320.0,26.9,
NU00029,NU_L109,train,91.0,63.20000000000002,1.0,False,2320.0,26.9,
NU00029,NU_L109,train,120.0,73.4,1.0,False,2320.0,26.9,
NU00029,NU_L109,train,150.0,73.4,1.0,False,2320.0,26.9,
NU00030,NU_L109,train,1.0,0.0,1.0,True,2320.0,26.9,
NU00030,NU_L109,train,3.0,8.299999999999997,1.0,True,2320.0,26.9,
NU00030,NU_L109,train,7.0,15.699999999999989,1.0,True,2320.0,26.9,
NU00030,NU_L109,train,14.0,18.5,1.0,False,2320.0,26.9,
NU00030,NU_L109,train,28.0,28.69999999999999,1.0,False,2320.0,26.9,
NU00030,NU_L109,train,56.0,44.5,1.0,False,2320.0,26.9,
NU00030,NU_L109,train,90.0,55.599999999999994,1.0,False,2320.0,26.9,
NU00030,NU_L109,train,120.0,59.3,1.0,False,2320.0,26.9,
NU00030,NU_L109,train,150.0,63.900000000000006,1.0,False,2320.0,26.9,
NU00031,NU_L109,train,1.0,0.0,1.0,True,2320.0,26.9,
NU00031,NU_L109,train,4.0,9.400000000000006,1.0,True,2320.0,26.9,
NU00031,NU_L109,train,7.0,15.200000000000003,1.0,True,2320.0,26.9,
NU00031,NU_L109,train,14.0,23.299999999999997,1.0,False,2320.0,26.9,
NU00031,NU_L109,train,28.0,34.900000000000006,1.0,False,2320.0,26.9,
NU00031,NU_L109,train,56.0,44.400000000000006,1.0,False,2320.0,26.9,
NU00031,NU_L109,train,89.0,51.7,1.0,False,2320.0,26.9,
NU00031,NU_L109,train,151.0,63.3,1.0,False,2320.0,26.9,
NU00032,NU_L109,train,1.0,0.0,1.0,True,2320.0,41.9,
NU00032,NU_L109,train,3.0,8.5,1.0,True,2320.0,41.9,
NU00032,NU_L109,train,7.0,17.799999999999997,1.0,True,2320.0,41.9,
NU00032,NU_L109,train,14.0,26.299999999999997,1.0,False,2320.0,41.9,
NU00032,NU_L109,train,28.0,37.39999999999999,1.0,False,2320.0,41.9,
NU00032,NU_L109,train,56.0,47.599999999999994,1.0,False,2320.0,41.9,
NU00032,NU_L109,train,90.0,50.099999999999994,1.0,False,2320.0,41.9,
NU00032,NU_L109,train,120.0,54.39999999999999,1.0,False,2320.0,41.9,
NU00032,NU_L109,train,150.0,57.8,1.0,False,2320.0,41.9,
NU00033,NU_L109,train,1.0,0.0,1.0,True,2320.0,41.9,
NU00033,NU_L109,train,3.0,7.199999999999996,1.0,True,2320.0,41.9,
NU00033,NU_L109,train,7.0,8.399999999999999,1.0,True,2320.0,41.9,
NU00033,NU_L109,train,14.0,14.399999999999999,1.0,False,2320.0,41.9,
NU00033,NU_L109,train,28.0,25.200000000000003,1.0,False,2320.0,41.9,
NU00033,NU_L109,train,56.0,31.200000000000003,1.0,False,2320.0,41.9,
NU00033,NU_L109,train,90.0,37.7,1.0,False,2320.0,41.9,
NU00033,NU_L109,train,120.0,42.5,1.0,False,2320.0,41.9,
NU00033,NU_L109,train,150.0,46.099999999999994,1.0,False,2320.0,41.9,
NU00034,NU_L109,train,1.0,0.0,1.0,True,2320.0,41.9,
NU00034,NU_L109,train,3.0,3.700000000000003,1.0,True,2320.0,41.9,
NU00034,NU_L109,train,5.0,7.299999999999997,1.0,True,2320.0,41.9,
NU00034,NU_L109,train,7.0,8.399999999999999,1.0,True,2320.0,41.9,
NU00034,NU_L109,train,14.0,13.600000000000001,1.0,False,2320.0,41.9,
NU00034,NU_L109,train,28.0,19.400000000000006,1.0,False,2320.0,41.9,
NU00034,NU_L109,train,56.0,27.200000000000003,1.0,False,2320.0,41.9,
NU00034,NU_L109,train,91.0,34.0,1.0,False,2320.0,41.9,
NU00034,NU_L109,train,101.0,35.599999999999994,1.0,False,2320.0,41.9,
NU00034,NU_L109,train,102.0,36.099999999999994,1.0,False,2320.0,41.9,
NU00034,NU_L109,train,104.0,37.099999999999994,1.0,False,2320.0,41.9,
NU00034,NU_L109,train,150.0,42.900000000000006,1.0,False,2320.0,41.9,
NU00035,NU_L109,train,1.0,0.0,1.0,True,2369.8,43.1,
NU00035,NU_L109,train,3.0,5.200000000000003,1.0,True,2369.8,43.1,
NU00035,NU_L109,train,7.0,7.5,1.0,True,2369.8,43.1,
NU00035,NU_L109,train,14.0,10.399999999999999,1.0,False,2369.8,43.1,
NU00035,NU_L109,train,28.0,15.700000000000003,1.0,False,2369.8,43.1,
NU00035,NU_L109,train,56.0,20.300000000000004,1.0,False,2369.8,43.1,
NU00035,NU_L109,train,90.0,24.4,1.0,False,2369.8,43.1,
NU00035,NU_L109,train,121.0,26.199999999999996,1.0,False,2369.8,43.1,
NU00035,NU_L109,train,150.0,29.699999999999996,1.0,False,2369.8,43.1,
NU00036,NU_L109,train,1.0,0.0,1.0,True,2360.45,35.3,
NU00036,NU_L109,train,3.0,3.6000000000000014,1.0,True,2360.45,35.3,
NU00036,NU_L109,train,7.0,12.0,1.0,True,2360.45,35.3,
NU00036,NU_L109,train,14.0,15.5,1.0,False,2360.45,35.3,
NU00036,NU_L109,train,28.0,19.700000000000003,1.0,False,2360.45,35.3,
NU00036,NU_L109,train,56.0,26.799999999999997,1.0,False,2360.45,35.3,
NU00036,NU_L109,train,90.0,31.0,1.0,False,2360.45,35.3,
NU00036,NU_L109,train,120.0,34.5,1.0,False,2360.45,35.3,
NU00036,NU_L109,train,150.0,35.900000000000006,1.0,False,2360.45,35.3,
NU00037,NU_L109,train,1.0,0.0,1.0,True,2310.1000000000004,19.0,
NU00037,NU_L109,train,3.0,7.599999999999994,1.0,True,2310.1000000000004,19.0,
NU00037,NU_L109,train,7.0,16.599999999999994,1.0,True,2310.1000000000004,19.0,
NU00037,NU_L109,train,14.0,21.700000000000003,1.0,False,2310.1000000000004,19.0,
NU00037,NU_L109,train,28.0,33.099999999999994,1.0,False,2310.1000000000004,19.0,
NU00037,NU_L109,train,56.0,44.599999999999994,1.0,False,2310.1000000000004,19.0,
NU00037,NU_L109,train,90.0,56.099999999999994,1.0,False,2310.1000000000004,19.0,
NU00037,NU_L109,train,120.0,63.69999999999999,1.0,False,2310.1000000000004,19.0,
NU00037,NU_L109,train,153.0,72.6,1.0,False,2310.1000000000004,19.0,
NU00050,NU_L110,validation,0.0599194,0.0,0.0599194,True,2340.15,24.4,20620.0
NU00050,NU_L110,validation,1.0,18.700000000000003,0.0599194,True,2340.15,24.4,20620.0
NU00050,NU_L110,validation,2.0,23.900000000000006,0.0599194,True,2340.15,24.4,20620.0
NU00050,NU_L110,validation,3.0,26.0,0.0599194,True,2340.15,24.4,20620.0
NU00050,NU_L110,validation,4.0,30.099999999999994,0.0599194,True,2340.15,24.4,20620.0
NU00050,NU_L110,validation,6.0,33.400000000000006,0.0599194,True,2340.15,24.4,20620.0
NU00050,NU_L110,validation,8.0,35.3,0.0599194,True,2340.15,24.4,20620.0
NU00050,NU_L110,validation,12.0,39.5,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,15.0,40.5,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,22.0,46.8,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,28.0,47.8,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,33.0,53.0,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,36.0,53.0,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,44.0,56.099999999999994,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,62.0,61.3,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,68.0,64.5,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,81.0,67.6,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,98.0,69.7,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,109.0,72.8,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,134.0,75.9,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,141.0,79.0,0.0599194,False,2340.15,24.4,20620.0
NU00050,NU_L110,validation,155.0,80.1,0.0599194,False,2340.15,24.4,20620.0
NU00051,NU_L110,validation,0.214587,0.0,0.214587,True,2365.45,25.8,32790.0
NU00051,NU_L110,validation,1.0,7.300000000000001,0.214587,True,2365.45,25.8,32790.0
NU00051,NU_L110,validation,2.0,12.500000000000004,0.214587,True,2365.45,25.8,32790.0
NU00051,NU_L110,validation,3.0,13.500000000000004,0.214587,True,2365.45,25.8,32790.0
NU00051,NU_L110,validation,4.0,15.599999999999998,0.214587,True,2365.45,25.8,32790.0
NU00051,NU_L110,validation,7.0,19.8,0.214587,True,2365.45,25.8,32790.0
NU00051,NU_L110,validation,9.0,20.8,0.214587,True,2365.45,25.8,32790.0
NU00051,NU_L110,validation,15.0,26.000000000000004,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,22.0,29.099999999999998,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,25.0,29.099999999999998,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,29.0,31.2,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,35.0,32.3,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,39.0,34.3,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,45.0,33.3,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,51.0,37.5,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,56.0,39.5,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,73.0,43.7,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,79.0,44.7,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,95.0,45.8,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,109.0,49.89999999999999,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,123.0,52.0,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,141.0,53.099999999999994,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,144.0,54.099999999999994,0.214587,False,2365.45,25.8,32790.0
NU00051,NU_L110,validation,157.0,57.2,0.214587,False,2365.45,25.8,32790.0
NU00052,NU_L110,validation,0.190425,0.0,0.190425,True,2341.15,26.4,26670.0
NU00052,NU_L110,validation,1.0,13.600000000000001,0.190425,True,2341.15,26.4,26670.0
NU00052,NU_L110,validation,2.0,21.9,0.190425,True,2341.15,26.4,26670.0
NU00052,NU_L110,validation,3.0,23.999999999999993,0.190425,True,2341.15,26.4,26670.0
NU00052,NU_L110,validation,7.0,30.199999999999996,0.190425,True,2341.15,26.4,26670.0
NU00052,NU_L110,validation,10.0,34.4,0.190425,True,2341.15,26.4,26670.0
NU00052,NU_L110,validation,14.0,38.49999999999999,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,17.0,40.6,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,20.0,43.699999999999996,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,27.0,44.800000000000004,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,31.0,46.9,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,36.0,49.99999999999999,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,43.0,53.1,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,58.0,58.300000000000004,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,66.0,60.4,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,73.0,63.49999999999999,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,80.0,64.5,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,101.0,68.69999999999999,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,120.0,71.80000000000001,0.190425,False,2341.15,26.4,26670.0
NU00052,NU_L110,validation,129.0,73.9,0.190425,False,2341.15,26.4,26670.0
NU00053,NU_L110,validation,0.0567541,0.0,0.0567541,True,2405.55,23.4,17860.0
NU00053,NU_L110,validation,1.0,21.800000000000004,0.0567541,True,2405.55,23.4,17860.0
NU00053,NU_L110,validation,2.0,24.9,0.0567541,True,2405.55,23.4,17860.0
NU00053,NU_L110,validation,7.0,35.300000000000004,0.0567541,True,2405.55,23.4,17860.0
NU00053,NU_L110,validation,9.0,37.4,0.0567541,True,2405.55,23.4,17860.0
NU00053,NU_L110,validation,14.0,42.6,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,17.0,43.699999999999996,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,21.0,45.699999999999996,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,27.0,48.9,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,31.0,49.9,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,43.0,55.1,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,48.0,58.199999999999996,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,65.0,63.4,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,77.0,64.5,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,83.0,66.5,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,94.0,66.5,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,104.0,69.69999999999999,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,122.0,71.69999999999999,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,136.0,72.79999999999998,0.0567541,False,2405.55,23.4,17860.0
NU00053,NU_L110,validation,155.0,75.9,0.0567541,False,2405.55,23.4,17860.0
NU00054,NU_L110,validation,0.0178853,0.0,0.0178853,True,2377.15,27.8,22370.0
NU00054,NU_L110,validation,0.2,9.399999999999999,0.0178853,True,2377.15,27.8,22370.0
NU00054,NU_L110,validation,1.0,16.700000000000003,0.0178853,True,2377.15,27.8,22370.0
NU00054,NU_L110,validation,2.0,19.799999999999997,0.0178853,True,2377.15,27.8,22370.0
NU00054,NU_L110,validation,3.0,22.0,0.0178853,True,2377.15,27.8,22370.0
NU00054,NU_L110,validation,6.0,27.099999999999994,0.0178853,True,2377.15,27.8,22370.0
NU00054,NU_L110,validation,9.0,31.299999999999997,0.0178853,True,2377.15,27.8,22370.0
NU00054,NU_L110,validation,12.0,33.3,0.0178853,False,2377.15,27.8,22370.0
NU00054,NU_L110,validation,16.0,34.400000000000006,0.0178853,False,2377.15,27.8,22370.0
NU00054,NU_L110,validation,23.0,40.599999999999994,0.0178853,False,2377.15,27.8,22370.0
NU00054,NU_L110,validation,33.0,44.8,0.0178853,False,2377.15,27.8,22370.0
NU00054,NU_L110,validation,44.0,48.900000000000006,0.0178853,False,2377.15,27.8,22370.0
NU00054,NU_L110,validation,51.0,50.0,0.0178853,False,2377.15,27.8,22370.0
NU00054,NU_L110,validation,62.0,53.099999999999994,0.0178853,False,2377.15,27.8,22370.0
NU00054,NU_L110,validation,65.0,54.099999999999994,0.0178853,False,2377.15,27.8,22370.0
NU00054,NU_L110,validation,75.0,58.3,0.0178853,False,2377.15,27.8,22370.0
NU00054,NU_L110,validation,86.0,60.400000000000006,0.0178853,False,2377.15,27.8,22370.0
NU00054,NU_L110,validation,99.0,61.400000000000006,0.0178853,False,2377.15,27.8,22370.0
NU00054,NU_L110,validation,113.0,64.5,0.0178853,False,2377.15,27.8,22370.0
NU00054,NU_L110,validation,138.0,65.6,0.0178853,False,2377.15,27.8,22370.0
NU00055,NU_L110,validation,0.234152,0.0,0.234152,True,2632.35,28.4,30310.0
NU00055,NU_L110,validation,1.0,8.3,0.234152,True,2632.35,28.4,30310.0
NU00055,NU_L110,validation,2.0,13.500000000000004,0.234152,True,2632.35,28.4,30310.0
NU00055,NU_L110,validation,4.0,17.7,0.234152,True,2632.35,28.4,30310.0
NU00055,NU_L110,validation,7.0,20.8,0.234152,True,2632.35,28.4,30310.0
NU00055,NU_L110,validation,11.0,21.8,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,14.0,25.000000000000004,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,18.0,27.000000000000004,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,25.0,31.2,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,32.0,31.2,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,43.0,35.39999999999999,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,46.0,35.39999999999999,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,56.0,38.5,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,64.0,38.5,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,71.0,40.599999999999994,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,80.0,42.7,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,88.0,41.599999999999994,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,119.0,45.599999999999994,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,142.0,46.8,0.234152,False,2632.35,28.4,30310.0
NU00055,NU_L110,validation,158.0,46.8,0.234152,False,2632.35,28.4,30310.0
NU00056,NU_L59,train,0.012,0.0,0.012,True,2349.02,45.2,25860.0
NU00056,NU_L59,train,1.0,18.4,0.012,True,2349.02,45.2,25860.0
NU00056,NU_L59,train,7.0,28.4,0.012,True,2349.02,45.2,25860.0
NU00056,NU_L59,train,28.0,38.4,0.012,False,2349.02,45.2,25860.0
NU00056,NU_L59,train,91.0,48.4,0.012,False,2349.02,45.2,25860.0
NU00057,NU_L59,train,0.063,0.0,0.063,True,2349.02,45.2,25860.0
NU00057,NU_L59,train,1.0,18.4,0.063,True,2349.02,45.2,25860.0
NU00057,NU_L59,train,7.0,34.4,0.063,True,2349.02,45.2,25860.0
NU00057,NU_L59,train,28.0,48.4,0.063,False,2349.02,45.2,25860.0
NU00057,NU_L59,train,91.0,60.4,0.063,False,2349.02,45.2,25860.0
NU00058,NU_L59,train,0.1,0.0,0.1,True,2349.02,45.2,25860.0
NU00058,NU_L59,train,1.0,19.4,0.1,True,2349.02,45.2,25860.0
NU00058,NU_L59,train,7.0,38.4,0.1,True,2349.02,45.2,25860.0
NU00058,NU_L59,train,28.0,56.4,0.1,False,2349.02,45.2,25860.0
NU00058,NU_L59,train,91.0,72.4,0.1,False,2349.02,45.2,25860.0
NU00059,NU_L59,train,0.057,0.0,0.057,True,2349.02,45.2,25860.0
NU00059,NU_L59,train,1.0,25.4,0.057,True,2349.02,45.2,25860.0
NU00059,NU_L59,train,7.0,43.4,0.057,True,2349.02,45.2,25860.0
NU00059,NU_L59,train,28.0,64.4,0.057,False,2349.02,45.2,25860.0
NU00059,NU_L59,train,91.0,84.4,0.057,False,2349.02,45.2,25860.0
NU00060,NU_L59,train,0.06,0.0,0.06,True,2349.02,45.2,25860.0
NU00060,NU_L59,train,1.0,16.4,0.06,True,2349.02,45.2,25860.0
NU00060,NU_L59,train,7.0,29.4,0.06,True,2349.02,45.2,25860.0
NU00060,NU_L59,train,28.0,42.4,0.06,False,2349.02,45.2,25860.0
NU00060,NU_L59,train,91.0,57.4,0.06,False,2349.02,45.2,25860.0
NU00061,NU_L59,train,0.1,0.0,0.1,True,2349.02,45.2,25860.0
NU00061,NU_L59,train,1.0,15.399999999999999,0.1,True,2349.02,45.2,25860.0
NU00061,NU_L59,train,7.0,31.4,0.1,True,2349.02,45.2,25860.0
NU00061,NU_L59,train,28.0,45.4,0.1,False,2349.02,45.2,25860.0
NU00061,NU_L59,train,91.0,57.4,0.1,False,2349.02,45.2,25860.0
NU00062,NU_L59,train,0.18,0.0,0.18,True,2349.02,45.2,25860.0
NU00062,NU_L59,train,1.0,15.399999999999999,0.18,True,2349.02,45.2,25860.0
NU00062,NU_L59,train,7.0,33.4,0.18,True,2349.02,45.2,25860.0
NU00062,NU_L59,train,28.0,52.4,0.18,False,2349.02,45.2,25860.0
NU00062,NU_L59,train,91.0,70.4,0.18,False,2349.02,45.2,25860.0
NU00063,NU_L59,train,0.21,0.0,0.21,True,2349.02,45.2,25860.0
NU00063,NU_L59,train,1.0,15.399999999999999,0.21,True,2349.02,45.2,25860.0
NU00063,NU_L59,train,7.0,37.4,0.21,True,2349.02,45.2,25860.0
NU00063,NU_L59,train,28.0,57.4,0.21,False,2349.02,45.2,25860.0
NU00063,NU_L59,train,91.0,76.4,0.21,False,2349.02,45.2,25860.0
NU00064,NU_L62,train,1.0,0.0,1.0,True,2206.4,33.9,
NU00064,NU_L62,train,7.0,18.0,1.0,True,2206.4,33.9,
NU00064,NU_L62,train,14.0,23.0,1.0,False,2206.4,33.9,
NU00064,NU_L62,train,21.0,26.0,1.0,False,2206.4,33.9,
NU00064,NU_L62,train,28.0,26.0,1.0,False,2206.4,33.9,
NU00064,NU_L62,train,43.0,29.0,1.0,False,2206.4,33.9,
NU00064,NU_L62,train,56.0,40.0,1.0,False,2206.4,33.9,
NU00064,NU_L62,train,70.0,39.0,1.0,False,2206.4,33.9,
NU00064,NU_L62,train,90.0,47.0,1.0,False,2206.4,33.9,
NU00064,NU_L62,train,117.0,50.0,1.0,False,2206.4,33.9,
NU00064,NU_L62,train,150.0,53.0,1.0,False,2206.4,33.9,
NU00068,NU_L62,train,1.0,0.0,1.0,True,2206.4,33.9,
NU00068,NU_L62,train,7.0,23.0,1.0,True,2206.4,33.9,
NU00068,NU_L62,train,14.0,34.0,1.0,False,2206.4,33.9,
NU00068,NU_L62,train,21.0,40.0,1.0,False,2206.4,33.9,
NU00068,NU_L62,train,28.0,42.0,1.0,False,2206.4,33.9,
NU00068,NU_L62,train,43.0,50.0,1.0,False,2206.4,33.9,
NU00068,NU_L62,train,56.0,56.0,1.0,False,2206.4,33.9,
NU00068,NU_L62,train,70.0,58.0,1.0,False,2206.4,33.9,
NU00068,NU_L62,train,90.0,61.0,1.0,False,2206.4,33.9,
NU00068,NU_L62,train,117.0,67.0,1.0,False,2206.4,33.9,
NU00068,NU_L62,train,150.0,71.0,1.0,False,2206.4,33.9,
NU00069,NU_L62,train,1.0,0.0,1.0,True,2206.4,33.9,
NU00069,NU_L62,train,3.0,2.0,1.0,True,2206.4,33.9,
NU00069,NU_L62,train,4.0,10.0,1.0,True,2206.4,33.9,
