curve_id,family,normalized_rmse,noise_fraction,extrapolated_to_160,params
NU00550,weibull,0.03355934019008,0.033847975536704,True,"[18.387355037533602, 2.4250185607246686, 0.4836720017343449]"
NU00551,weibull,0.0337971385346143,0.0346922326095505,True,"[82.51465583376068, 2.468662388747317, 0.26156614806074735]"
NU00552,weibull,0.0129098941196706,0.0120767491775057,True,"[43.65745020434732, 2.0806496796783303, 0.12885115832397884]"
NU00553,weibull,0.0182236591181511,0.0187542297746358,True,"[45.79665838370259, 4.04274753932708, 0.48826498308670446]"
NU00554,weibull,0.0252587467033665,0.0249341011152046,True,"[40.58158697045771, 2.607459131362998, 0.40707514569643677]"
NU00555,weibull,0.0201069688452673,0.0168520705895401,True,"[20.37892175044222, 0.01000000000000838, 0.1548281770769689]"
NU00556,weibull,0.007928275485631,0.0078679387217853,True,"[36.98144083367169, 4.036079953964609, 0.31843826832273964]"
NU00557,weibull,0.0065585203807249,0.0065556158055288,True,"[30.953708484333614, 5.820053466830151, 0.3760000292057395]"
NU00558,weibull,0.0062548865757269,0.0062460266120556,True,"[28.85086686932735, 4.474189441752208, 0.3640537233660473]"
NU00559,weibull,0.0142907811268848,0.0142773490870748,True,"[26.524931032560488, 3.3113143060340007, 0.38492625589891766]"
NU00560,weibull,0.0227514678882734,0.0195996455701089,True,"[13.035898198841274, 0.010000000000000705, 0.1593679411167553]"
NU00573,weibull,0.0155530231497493,0.015833016925885,True,"[34.2711328795247, 0.010000000000000002, 0.26072198875478786]"
NU00574,weibull,0.0218382510895851,0.0220262061665001,True,"[28.586861717409803, 0.010000000000000033, 0.2902732072267935]"
NU00575,weibull,0.0211916340059383,0.0212258980443109,True,"[22.47895453647426, 1.5347912318682422, 0.5295718005184856]"
NU00576,weibull,0.0475947316147189,0.043980947710727,True,"[15.672051162949504, 0.01000000000000273, 0.26601057347090284]"
NU00577,weibull,0.0202471639525174,0.0204902865662592,True,"[32.94292997065843, 0.010000000000000002, 0.2467349592214252]"
NU00578,weibull,0.0187909537480665,0.0195908818240772,True,"[20.59468725957873, 0.5076046776328299, 0.27944864894263216]"
NU00580,weibull,0.035355804879796,0.0361113192744782,True,"[22.575095216530965, 0.4348025905018228, 0.30133038478154794]"
NU00581,weibull,0.0341903353297953,0.0353122075963607,True,"[23.07543598222556, 1.9618136598717069, 0.44986859126948664]"
NU00582,weibull,0.0421300699343698,0.0433623629101107,True,"[26.355605769080654, 1.3698660163623522, 0.42198376823926503]"
NU00583,weibull,0.0192640144579502,0.0191362476329784,True,"[19.895555463288506, 0.3664840098174981, 0.34785249211990216]"
NU00584,weibull,0.0217333112756407,0.0216346629506188,True,"[17.518014934890367, 0.407682994732028, 0.3894613019660709]"
NU00585,weibull,0.0281075741671313,0.0259824298718602,True,"[19.13732597368573, 0.010000000000001254, 0.34104930035823616]"
NU00586,weibull,0.0283028101970162,0.0283824659347236,True,"[20.094545691441784, 0.5646767206858818, 0.38214356805915495]"
